0.0578026,0.11736,-0.139924,-1.38831,-0.0759493
0.0569862,0.116937,-0.139699,-1.38915,-0.0759912
0.0551046,0.116452,-0.139706,-1.39108,-0.0761755
0.0510243,0.117196,-0.141666,-1.39515,-0.0768955
0.0462637,0.118376,-0.144316,-1.39986,-0.0777925
0.0458142,0.118648,-0.144746,-1.40028,-0.0779052
0.0220614,0.11242,-0.145046,-1.47165,-0.0847538
0.0469997,0.120853,-0.147089,-1.39896,-0.0781689
0.0457238,0.120278,-0.146836,-1.40028,-0.0782515
0.0434279,0.119605,-0.146776,-1.40262,-0.0784647
0.0284644,0.117538,-0.148935,-1.41766,-0.080262
0.0243525,0.11676,-0.149314,-1.4218,-0.0807196
0.000834839,0.110451,-0.149576,-1.49268,-0.0875232
0.0461655,0.120047,-0.146124,-1.39983,-0.0781047
0.0449303,0.119198,-0.145557,-1.40112,-0.0781319
0.0446502,0.118145,-0.144482,-1.40147,-0.0779837
0.044047,0.114369,-0.140507,-1.40232,-0.0773926
0.0439976,0.111433,-0.137293,-1.4025,-0.076867
0.0436099,0.111,-0.136926,-1.4029,-0.0768427
0.0425646,0.110486,-0.136658,-1.40397,-0.0768992
0.041381,0.110064,-0.136528,-1.40518,-0.0769918
0.0318345,0.109639,-0.138767,-1.41475,-0.0782789
0.0236924,0.109371,-0.14083,-1.42289,-0.0793995
0.02152,0.10967,-0.141811,-1.42501,-0.0797659
0.0185543,0.109408,-0.142397,-1.42796,-0.0801451
-0.00491338,0.103053,-0.142364,-1.49873,-0.0868744
0.0363855,0.117843,-0.147307,-1.40981,-0.0792198
0.0358741,0.117568,-0.147153,-1.41033,-0.0792441
0.0357292,0.117294,-0.146892,-1.4105,-0.0792156
0.0351483,0.112826,-0.142089,-1.41135,-0.0784882
0.0341973,0.11187,-0.141302,-1.41235,-0.078451
0.0105804,0.105555,-0.141345,-1.48345,-0.0852229
0.0273096,0.116157,-0.148898,-1.41901,-0.0803329
0.026655,0.115866,-0.14877,-1.41968,-0.0803751
0.0264819,0.115624,-0.14855,-1.41987,-0.0803561
0.0251985,0.111222,-0.143972,-1.42141,-0.0797357
0.0245956,0.109958,-0.142723,-1.42208,-0.0795899
0.00108328,0.103587,-0.142702,-1.49297,-0.0863331
0.00417043,0.113748,-0.154251,-1.44205,-0.0833785
0.00200081,0.112878,-0.153935,-1.44424,-0.0835348
0.000552087,0.112598,-0.154075,-1.44568,-0.0836951
-0.00430128,0.111991,-0.154934,-1.45046,-0.0842946
-0.0163221,0.110785,-0.157436,-1.46222,-0.0858316
-0.0220417,0.110471,-0.158978,-1.46778,-0.0866173
-0.0251551,0.110101,-0.159588,-1.4708,-0.0870067
-0.0482597,0.103532,-0.159693,-1.54075,-0.093711
0.00219841,0.11266,-0.152786,-1.44399,-0.0833471
0.00148462,0.112326,-0.152624,-1.44471,-0.0833891
0.00144706,0.112084,-0.152353,-1.44477,-0.0833491
0.00166766,0.10791,-0.147394,-1.44482,-0.0825306
0.00060039,0.107235,-0.146939,-1.44591,-0.0825583
-0.000650012,0.106726,-0.146735,-1.44717,-0.0826439
-0.010969,0.105454,-0.148479,-1.45732,-0.0839006
-0.0247635,0.103913,-0.15106,-1.4708,-0.085612
-0.0271884,0.103866,-0.151804,-1.47314,-0.0859584
-0.0304253,0.103439,-0.152357,-1.47629,-0.0863498
-0.0535115,0.0968449,-0.152176,-1.54615,-0.0929854
-0.00948101,0.111158,-0.155283,-1.45553,-0.0848401
